15:15;Грядут перемены. Следует сохранять позитивный настрой, несмотря на все трудности и в конечном счете все будет хорошо.
21:12;Вы уже имеете все основания для радости. Радуйтесь жизни, ведь ангелы рядом с вами и работаю вместе с вами. Смело смотрите в будущее, духовная семья тоже поддерживает вас.
11:15;Удача ждет вас впереди, если вы научитесь усердно работать.
16:16; Мысли материальны. Необходимо тщательно взвешивать любые фантазии. Следите за тем, что говорите. Помните сначала было слово. Хорошим словом можно привлечь хорошее, плохим наоборот.
17:17;Ангел-хранитель одобряет все действия, движение происходит. Уверенность в себе приведет к успеху. От вашей силы духа и готовности действовать зависит воплощение желаний в жизнь.
18:18;Если нет возможности изменить происходящее, то лучше перестать переживать. Ваши позитивные и негативные мысли влияют на количество получаемых денег. Если думаете, что деньги текут к вам рекой, то так и будет. Если же думаете, что нежели богато, не надо и начинать, это тоже верно.
19:19;Если о чем-то страстно мечтаете, то начните действовать. Любая цель достижима, главное, приложить достаточно усилий. Если готовы следовать за мечтой, ангелы вас поддержат.
11:16;Все дается не сразу. Иногда нужно пройти испытание временем.
11:17;Сила внутри вас. Найдите поддержку в себе.
20:20;Необходимо вспомнить молитву или сделать медитацию, чтобы наладить связи с Богом, Вселенной, тем высшим во, что вы внутренне верите.
11:18;Вы сможете все. Сейчас самое время начать действовать.
11:19;Ваши действия – залог стабильности. Правильные мысли – залог успеха.
21:21;Не стоит опускать руки, уберите прочь пессимистичные мысли, даже если проблемы кажутся непреодолимыми. Научитесь радоваться тому что имеете. Наставники рядом.
12:22;Доверьтесь своему внутреннему голосу.
13:33;У вас есть большой лидерский потенциал, высшие силы оказывают вам поддержку.
14:44;Стремитесь к гармонии, чтобы душе стало хорошо. Вспомните молитву или уделите время медитации.
15:55;Научитесь принимать окружающую реальность, такой какая она есть. Часто перемены необходимы.
22:22;Ваши желания услышаны и будут очень скоро исполнены. Сверху ваш счет, так сказать отправили на оплату, чтобы Вселенная воплотила идеи в жизнь. Нужно набраться терпения, продолжать делать и не останавливаться, а главное верить, что все исполнится.
20:00;Учитесь искать причину и следствие, в поступках и действиях.
21:11;Деструктивные мысли и поведение нужно оставить в прошлом. Обратитесь к медитации, чтобы восстановить равновесие души.
22:20;Ваши желания и мысли регулируются вами и подконтрольны тоже вам. У вас есть свобода выбора.
22:21;Учитесь чувствовать других. Нельзя думать только о себе, вы – часть чего-то большего.
22:23;Учитесь отпускать негативные эмоции и чувства. Зависть, гнев и другие деструктивные эмоции тянут вас вниз. Медитации повышают вибрации души.
22:24;Приблизитесь к природе, вы сможете зарядиться энергией.
22:25;Найдите баланс в жизни. Баланс – залог благополучия во всех сферах жизни.
22:26;Наведите порядок в голове. Из хаоса можно масштабировать только хаос.
22:27;Только ваши убеждения определяют «Стакан наполовину пуст или полон».
22:28;Приложите усилие, они будут вознаграждены многократно.
23:23;Ваши просьбы и молитвы услышаны. Осталось совсем немного, возьмите волю в кулак, соберитесь, сделайте рывок для достижения цели, а положительные мысли помогут достичь равновесия и душевной гармонии.
22:29;Доверьтесь Вселенной, и вы найдете путь к счастью.
23:33;Успех уже близко, вы прошли большую часть пути. Не сдавайтесь.
23:32;Вознесенные учителя рядом с вами сейчас и напоминают, что вера в позитивное мышление создает чудеса. Произнесите молитву или сделайте медитацию.
12:33;Все идёт своим чередом и даже если вы не видите всю картину целиком, доверьтесь божественному плану.
22:02;Ты достигаешь хороших результатов, наберись терпения и откройся вселенскому изобилию. Все труды будут вознаграждены.
20:22;Вы на правильном пути. Вселенная направляет к вам духовных наставников для достижения вселенского плана. Доверьтесь мудрости создателя и приготовьтесь принять помощь.
11:01;Создатель обращает ваше внимание, что мысли материальны. Создавайте свою реальность по воле своей, а ангелы помогут сохранить веру если их об этом попросить.
23:03;За закатом всегда приходит рассвет. Ангелы сообщают, что текущие перемены это отклик вашей души на запрос к всевышнему. Ничего не бойтесь, вы под защитой своих наставников.
